"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"All states (including the District of Columbia) are required to provide data to The Centers for Medicare & Medicaid Services (CMS) on a range of indicators related to key application, eligibility, and enrollment processes within the state Medicaid and Children’s Health Insurance Programs (CHIP). These data reflect enrollment activity for all populations receiving comprehensive Medicaid and CHIP benefits in all states, as well as state program performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://data.medicaid.gov/Enrollment/State-Medicaid-and-CHIP-Applications-Eligibility-D/n5ce-jxme/data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total New Determinations,Total New Determinations - footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
WY,Wyoming,2/1/2018,N,P,N,"1,364",Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,"1,364",Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,"1,051",,28,,"1,079",,39470,,"58,988",,44.0407,-72.7093,"(44.0407, -72.7093)",54331,,4657,
WY,Wyoming,2/1/2018,N,U,Y,"1,489",Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,"1,489",Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,"1,051",,28,,"1,079",,40837,,"60,905",,44.0407,-72.7093,"(44.0407, -72.7093)",56081,,4824,
AL,Alabama,1/1/2018,N,P,N,"19,650",,N/A,,"19,650",,"28,689",,"3,182",,"31,871",,634818,,"893,496",,32.799,-86.8073,"(32.799, -86.8073)",719466,,174030,
AL,Alabama,1/1/2018,N,U,Y,"19,650",,N/A,,"19,650",,"28,689",,"3,182",,"31,871",,639480,,"902,197",,32.799,-86.8073,"(32.799, -86.8073)",729697,,172500,
AK,Alaska,1/1/2018,Y,P,N,"3,735",Includes Renewals and/or Redeterminations,N/A,,"3,735",Includes Renewals and/or Redeterminations,"2,838",Includes Renewals and/or Redeterminations; Includes CHIP,,,"2,838",Includes Renewals and/or Redeterminations,92260,,"202,912",,61.385,-152.2683,"(61.385, -152.2683)",189696,,13216,
AK,Alaska,1/1/2018,Y,U,Y,"3,735",Includes Renewals and/or Redeterminations,N/A,,"3,735",Includes Renewals and/or Redeterminations,"2,838",Includes Renewals and/or Redeterminations; Includes CHIP,,,"2,838",Includes Renewals and/or Redeterminations,92495,,"203,654",,61.385,-152.2683,"(61.385, -152.2683)",190513,,13141,
AZ,Arizona,1/1/2018,Y,P,N,,,N/A,,,,,,,,,,,,"1,685,219",,14.2417,-170.7197,"(14.2417, -170.7197)",1591805,,93414,
AZ,Arizona,1/1/2018,Y,U,Y,,,N/A,,,,,,,,,,,,"1,685,219",,14.2417,-170.7197,"(14.2417, -170.7197)",1591805,,93414,
AR,Arkansas,1/1/2018,Y,P,Y,"22,549",,N/A,,"22,549",,"11,951",,435,,"12,386",,429176,,"893,346",Includes Private Option Enrollees,34.9513,-92.3809,"(34.9513, -92.3809)",811497,Includes Private Option Enrollees,81849,
CA,California,1/1/2018,Y,P,N,"231,090",Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,"231,090",,"172,819",Does Not Include All Medicaid Determinations Made At Application,"15,423",Does Not Include All CHIP Determinations Made At Application,"188,242",Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,5083974,,"12,103,881",,33.7712,-111.3877,"(33.7712, -111.3877)",10803299,,1300582,
CA,California,1/1/2018,Y,U,Y,"231,090",Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,"231,090",,"172,824",Does Not Include All Medicaid Determinations Made At Application,"15,423",Does Not Include All CHIP Determinations Made At Application,"188,247",Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,5083974,,"12,103,881",,33.7712,-111.3877,"(33.7712, -111.3877)",10803299,,1300582,
CO,Colorado,1/1/2018,Y,P,Y,"29,728",,4366,,"34,094",,"23,237",,411,,"23,648",,609714,,"1,344,070",,36.17,-119.7462,"(36.17, -119.7462)",1267314,,76756,
CT,Connecticut,1/1/2018,Y,P,Y,"3,873",Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Duplicates,15373,Does Not Include All Medicaid Applications Received By the SBM; Includes Duplicates; Includes Renewals and/or Redeterminations,"19,246",Does Not Include All Medicaid Applications; Includes Duplicates,"17,203",Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,339,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,"17,542",Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,334701,Does Not Include All Full-Benefit Child Medicaid enrollees ; Does Not Include All CHIP enrollees,"844,856",Does Not Include All Full-Benefit Medicaid enrollees; Does Not Include All CHIP enrollees,39.0646,-105.3272,"(39.0646, -105.3272)",826797,Does Not Include All Full-Benefit Medicaid enrollees,18059,Does Not Include All CHIP enrollees
DE,Delaware,1/1/2018,Y,P,Y,"3,370",,N/A,,"3,370",,"4,994",,716,,"5,710",,105766,,"248,171",,38.8964,-77.0262,"(38.8964, -77.0262)",236819,,11352,
DC,District of Columbia,1/1/2018,Y,P,N,"3,458",Includes SBM data,2190,,"5,648",Includes Renewals and/or Redeterminations,"3,707",Includes Renewals and/or Redeterminations; Includes CHIP,,,"3,707",,,,"262,096",,41.5834,-72.7622,"(41.5834, -72.7622)",249630,,12466,
DC,District of Columbia,1/1/2018,Y,U,Y,"3,458",Includes SBM data,2190,,"5,648",Includes Renewals and/or Redeterminations,"3,707",Includes Renewals and/or Redeterminations; Includes CHIP,,,"3,707",,,,"262,096",,41.5834,-72.7622,"(41.5834, -72.7622)",249630,,12466,
FL,Florida,1/1/2018,N,P,Y,"364,722",Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,"364,722",Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,"173,919",Does Not Include All Determinations for Limited-Benefit Programs Made At Application,"23,791",,"197,710",Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2542630,,"4,283,784",,39.3498,-75.5148,"(39.3498, -75.5148)",4086140,,197644,
GA,Georgia,1/1/2018,N,P,N,"54,480",,N/A,,"54,480",,"36,144",,"1,352",,"37,496",,1235122,,"1,771,089",,27.8333,-81.717,"(27.8333, -81.717)",1580135,,190954,
GA,Georgia,1/1/2018,N,U,Y,"54,480",,N/A,,"54,480",,"36,144",,"1,352",,"37,496",,1268025,,"1,818,601",,27.8333,-81.717,"(27.8333, -81.717)",1622947,,195654,
HI,Hawaii,1/1/2018,Y,P,N,"4,552",,N/A,,"4,552",,"7,530",,394,,"7,924",,145277,,"349,172",,32.9866,-83.6487,"(32.9866, -83.6487)",324300,,24872,
HI,Hawaii,1/1/2018,Y,U,Y,"4,552",,N/A,,"4,552",,"7,530",,394,,"7,924",,145466,,"349,361",,32.9866,-83.6487,"(32.9866, -83.6487)",324486,,24875,
ID,Idaho,1/1/2018,N,P,N,"10,791",,,,"10,791",,"8,552",,841,,"9,393",,204980,,"284,494",,42.0046,-93.214,"(42.0046, -93.214)",259043,,25451,
ID,Idaho,1/1/2018,N,U,Y,"10,741",,,,"10,741",,"8,497",,838,,"9,335",,205996,,"286,089",,42.0046,-93.214,"(42.0046, -93.214)",260538,,25551,
IL,Illinois,1/1/2018,Y,P,N,"71,438",,N/A,,"71,438",,"31,820",,"9,998",,"41,818",,1423889,,"3,054,889",,44.2394,-114.5103,"(44.2394, -114.5103)",2816124,,238765,
IL,Illinois,1/1/2018,Y,U,Y,"71,438",,N/A,,"71,438",,"31,820",,"9,998",,"41,818",,1434640,,"3,076,689",,44.2394,-114.5103,"(44.2394, -114.5103)",2833653,,243036,
IN,Indiana,1/1/2018,Y,P,N,"97,732",,N/A,,"97,732",,"36,050",,"3,021",,"39,071",,786040,,"1,465,371",,40.3363,-89.0022,"(40.3363, -89.0022)",1359774,,105597,
IN,Indiana,1/1/2018,Y,U,Y,"97,732",,N/A,,"97,732",,"36,050",,"3,021",,"39,071",,802788,,"1,475,812",,40.3363,-89.0022,"(40.3363, -89.0022)",1367451,,108361,
IA,Iowa,1/1/2018,Y,P,N,"16,566",Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,"16,566",Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,"3,038",Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,"3,038",Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,323397,,"663,835",,21.1098,-157.5311,"(21.1098, -157.5311)",596232,,67603,
IA,Iowa,1/1/2018,Y,U,Y,"16,566",Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,"16,566",Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,"3,038",Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,"3,038",Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,323397,,"663,835",,21.1098,-157.5311,"(21.1098, -157.5311)",596232,,67603,
KS,Kansas,1/1/2018,N,P,Y,,,N/A,,,,,,,,,,273532,,"395,922",,39.8647,-86.2604,"(39.8647, -86.2604)",344294,,51628,
KY,Kentucky,1/1/2018,Y,P,Y,,,11599,,"11,599",,,,,,,,578003,,"1,277,401",,38.5111,-96.8005,"(38.5111, -96.8005)",1189274,,88127,
LA,Louisiana,1/1/2018,Y,P,Y,"25,110",,N/A,,"25,110",,"30,578",,"2,162",,"32,740",,739724,,"1,459,238",,37.669,-84.6514,"(37.669, -84.6514)",1335226,,124012,
ME,Maine,1/1/2018,N,P,N,"1,445",,N/A,,"1,445",,"9,690",,445,,"10,135",,109232,,"261,744",,39.0724,-76.7902,"(39.0724, -76.7902)",257118,,4626,
ME,Maine,1/1/2018,N,U,Y,"1,445",,N/A,,"1,445",,"9,690",,445,,"10,135",,110296,,"263,926",,39.0724,-76.7902,"(39.0724, -76.7902)",259226,,4700,
MD,Maryland,1/1/2018,Y,P,N,"8,396",,96624,Includes Renewals and/or Redeterminations,"105,020",Includes Renewals and/or Redeterminations,"27,749","Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations","4,696","Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations","32,445","Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",609339,,"1,311,600",,42.2373,-71.5314,"(42.2373, -71.5314)",1163087,,148513,
MD,Maryland,1/1/2018,Y,U,Y,"7,384",,96624,Includes Renewals and/or Redeterminations,"104,008",Includes Renewals and/or Redeterminations,"27,749","Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations","4,696","Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations","32,445","Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",616615,,"1,325,225",,42.2373,-71.5314,"(42.2373, -71.5314)",1175447,,149778,
MA,Massachusetts,1/1/2018,Y,P,N,"18,792",,4655,,"23,447",,,,,,,,683459,,"1,646,844",,31.1801,-91.8749,"(31.1801, -91.8749)",1475410,,171434,
MA,Massachusetts,1/1/2018,Y,U,Y,"20,184",,5461,,"25,645",,,,,,,,692462,,"1,667,266",,31.1801,-91.8749,"(31.1801, -91.8749)",1491461,,175805,
MI,Michigan,1/1/2018,Y,P,N,"52,877",,N/A,,"52,877",,"53,337",Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,"1,476",,"54,813",,940832,Does Not Include All Full-Benefit Child Medicaid enrollees,"2,346,905",Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2290801,Does Not Include All Full-Benefit Medicaid enrollees,56104,
MI,Michigan,1/1/2018,Y,U,Y,"52,844",,N/A,,"52,844",,"53,498",Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,"1,480",,"54,978",,951391,Does Not Include All Full-Benefit Child Medicaid enrollees,"2,376,844",Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2319734,Does Not Include All Full-Benefit Medicaid enrollees,57110,
MN,Minnesota,1/1/2018,Y,P,N,"4,600",,31777,,"36,377",,"26,336",,59,,"26,395",,523457,,"1,060,455",,43.3504,-84.5603,"(43.3504, -84.5603)",1059166,,1289,
MN,Minnesota,1/1/2018,Y,U,Y,"6,015",,36382,,"42,397",,"26,336",,59,,"26,395",,534227,,"1,081,301",,43.3504,-84.5603,"(43.3504, -84.5603)",1079881,,1420,
MS,Mississippi,1/1/2018,N,P,N,"17,902",,N/A,,"17,902",,"10,083",,491,,"10,574",,446370,,"661,538",,38.4623,-92.302,"(38.4623, -92.302)",583217,,78321,
MS,Mississippi,1/1/2018,N,U,Y,"17,902",,N/A,,"17,902",,"10,083",,491,,"10,574",,452795,,"671,678",,38.4623,-92.302,"(38.4623, -92.302)",592688,,78990,
MO,Missouri,1/1/2018,N,P,Y,"21,223",,N/A,,"21,223",,"10,178","Includes CHIP; Count is of Households, Not Individuals",,,"10,178","Count is of Households, Not Individuals",621184,,"959,354",,45.7326,-93.9196,"(45.7326, -93.9196)",929252,,30102,
MT,Montana,1/1/2018,Y,P,N,"3,788",,N/A,,"3,788",,"4,065",,383,,"4,448",,128132,,"273,812",,14.8058,145.5505,"(14.8058, 145.5505)",247173,,26639,
MT,Montana,1/1/2018,Y,U,Y,"3,788",,N/A,,"3,788",,"4,065",,383,,"4,448",,129200,,"276,623",,14.8058,145.5505,"(14.8058, 145.5505)",249726,,26897,
NE,Nebraska,1/1/2018,N,P,N,"7,087",,N/A,,"7,087",,"7,949",,"1,200",,"9,149",,162268,,"244,098",,35.6411,-79.8431,"(35.6411, -79.8431)",210637,,33461,
NE,Nebraska,1/1/2018,N,U,Y,"7,087",,N/A,,"7,087",,"7,949",,"1,200",,"9,149",,165685,,"249,328",,35.6411,-79.8431,"(35.6411, -79.8431)",215186,,34142,
NV,Nevada,1/1/2018,Y,P,Y,"22,125",Includes Renewals and/or Redeterminations,N/A,,"22,125",Includes Renewals and/or Redeterminations,"15,563","Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78,,"15,641",,305760,,"642,663",,40.314,-74.5089,"(40.314, -74.5089)",601878,,40785,
NH,New Hampshire,1/1/2018,Y,P,N,"9,677",,N/A,,"9,677",,"5,949",,596,,"6,545",,91965,,"185,543",,47.5362,-99.793,"(47.5362, -99.793)",171123,,14420,
NH,New Hampshire,1/1/2018,Y,U,Y,"9,677",,N/A,,"9,677",,"5,949",,596,,"6,545",,93349,,"188,893",,47.5362,-99.793,"(47.5362, -99.793)",174232,,14661,
NJ,New Jersey,1/1/2018,Y,P,N,"34,210",,N/A,,"34,210",,"14,975",Does Not Include All Medicaid Determinations Made At Application,"5,733",Does Not Include All CHIP Determinations Made At Application,"20,708",Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,830773,,"1,747,760",,41.1289,-98.2883,"(41.1289, -98.2883)",1542987,,204773,
NJ,New Jersey,1/1/2018,Y,U,Y,"34,210",,N/A,,"34,210",,"14,975",Does Not Include All Medicaid Determinations Made At Application,"5,733",Does Not Include All CHIP Determinations Made At Application,"20,708",Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,844629,,"1,779,269",,41.1289,-98.2883,"(41.1289, -98.2883)",1572734,,206535,
NM,New Mexico,1/1/2018,Y,P,Y,"13,995",,N/A,,"13,995",,"19,247",,"1,404",,"20,651",,343408,,"746,984",,43.4108,-71.5653,"(43.4108, -71.5653)",708150,,38834,
NY,New York,1/1/2018,Y,P,N,,,773857,Includes Renewals and/or Redeterminations,"773,857",Includes Renewals and/or Redeterminations,"125,386",Includes Renewals and/or Redeterminations,"9,554",Includes Renewals and/or Redeterminations,"134,940",Includes Renewals and/or Redeterminations,2492145,Includes Limited-Benefit Enrollees; Includes Retroactive Enrollments,"6,474,457",Includes Limited-Benefit Enrollees; Includes Retroactive Enrollments,34.8375,-106.2371,"(34.8375, -106.2371)",5873476,Includes Limited-Benefit Enrollees; Includes Retroactive Enrollments,600981,
NY,New York,1/1/2018,Y,U,Y,,,773857,Includes Renewals and/or Redeterminations,"773,857",Includes Renewals and/or Redeterminations,"132,640",Includes Renewals and/or Redeterminations,"9,676",Includes Renewals and/or Redeterminations,"142,316",Includes Renewals and/or Redeterminations,2503936,Includes Limited-Benefit Enrollees,"6,501,813",Includes Limited-Benefit Enrollees,34.8375,-106.2371,"(34.8375, -106.2371)",5896262,Includes Limited-Benefit Enrollees,605551,
NC,North Carolina,1/1/2018,N,P,N,"24,374",,N/A,,"24,374",,"35,422",,"3,939",,"39,361",,1435637,,"2,051,424",,32.7673,-89.6812,"(32.7673, -89.6812)",1814988,,236436,
NC,North Carolina,1/1/2018,N,U,Y,"24,374",,N/A,,"24,374",,"35,422",,"3,939",,"39,361",,1466483,,"2,105,700",,32.7673,-89.6812,"(32.7673, -89.6812)",1862378,,243322,
ND,North Dakota,1/1/2018,Y,P,Y,"2,253",,N/A,,"2,253",,"2,358",,78,,"2,436",,44227,,"94,311",,46.9048,-110.3261,"(46.9048, -110.3261)",92255,,2056,
OH,Ohio,1/1/2018,Y,P,N,"74,779",Includes Renewals and/or Redeterminations,N/A,,"74,779",Includes Renewals and/or Redeterminations,"49,461",Includes CHIP; Includes Renewals and/or Redeterminations,"2,932",,"52,393",Includes Renewals and/or Redeterminations,1183371,,"2,798,159",,38.4199,-117.1219,"(38.4199, -117.1219)",2583415,,214744,
OH,Ohio,1/1/2018,Y,U,Y,"74,779",Includes Renewals and/or Redeterminations,N/A,,"74,779",Includes Renewals and/or Redeterminations,"49,461",Includes CHIP; Includes Renewals and/or Redeterminations,"2,932",,"52,393",Includes Renewals and/or Redeterminations,1183371,,"2,798,159",,38.4199,-117.1219,"(38.4199, -117.1219)",2583415,,214744,
OK,Oklahoma,1/1/2018,N,P,Y,"52,353",,N/A,,"52,353",,"45,737",,"8,441",,"54,178",,513820,,"788,552",,42.1497,-74.9384,"(42.1497, -74.9384)",668033,,120519,
OR,Oregon,1/1/2018,Y,P,N,"14,185",Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,"14,185",Does Not Include All Non-MAGI Applications,"39,327","Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application","3,725",,"43,052",Does Not Include All Non-MAGI Determinations Made At Application,414994,,"962,505",,40.3736,-82.7755,"(40.3736, -82.7755)",837997,,124508,
OR,Oregon,1/1/2018,Y,U,Y,"14,929",Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,"14,929",Does Not Include All Non-MAGI Applications,"31,100","Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application","2,797",,"33,897",Does Not Include All Non-MAGI Determinations Made At Application,419803,,"973,460",,40.3736,-82.7755,"(40.3736, -82.7755)",847632,,125828,
PA,Pennsylvania,1/1/2018,Y,P,N,"82,495",Includes Renewals and/or Redeterminations,N/A,,"82,495",Includes Renewals and/or Redeterminations,"51,066","Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals","11,107","Count is of Households, Not Individuals","62,173","Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",1401918,,"2,983,375",,35.5376,-96.9247,"(35.5376, -96.9247)",2801821,,181554,
PA,Pennsylvania,1/1/2018,Y,U,Y,"95,922",Includes Renewals and/or Redeterminations,N/A,,"95,922",Includes Renewals and/or Redeterminations,"58,757","Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals","11,107","Count is of Households, Not Individuals","69,864","Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",1410083,,"3,005,347",,35.5376,-96.9247,"(35.5376, -96.9247)",2823793,,181554,
RI,Rhode Island,1/1/2018,Y,P,N,"3,445","Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,"3,445","Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,,,,,123160,,"312,602",,44.5672,-122.1269,"(44.5672, -122.1269)",282658,,29944,
RI,Rhode Island,1/1/2018,Y,U,Y,"3,594","Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,"3,594","Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)","5,213",,658,,"5,871",,123448,,"313,552",,44.5672,-122.1269,"(44.5672, -122.1269)",283708,,29844,
SC,South Carolina,1/1/2018,N,P,N,"23,401",,N/A,,"23,401",,"7,046",Does Not Include All Medicaid Determinations Made At Application,199,Does Not Include All CHIP Determinations Made At Application,"7,245",Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,636832,,"1,009,701",,40.5773,-77.264,"(40.5773, -77.264)",927276,,82425,
SC,South Carolina,1/1/2018,N,U,Y,"23,401",,N/A,,"23,401",,"7,046",Does Not Include All Medicaid Determinations Made At Application,199,Does Not Include All CHIP Determinations Made At Application,"7,245",Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,649960,,"1,038,602",,40.5773,-77.264,"(40.5773, -77.264)",955716,,82886,
SD,South Dakota,1/1/2018,N,P,Y,"2,976",Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,"2,976",Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,"1,680","Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations","1,680","Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",80813,,"118,306",,18.2766,-66.335,"(18.2766, -66.335)",101843,,16463,
